Bat1,Bat2,Runs,BF,SR,4s,6s,Opposition,Ground,StartDate,Player
2,5,7,27,25.92,1,0,India,Nottingham,29 Jul 2011,cook
294,-,294,545,53.94,33,0,India,Birmingham,10 Aug 2011,cook
34,-,34,87,39.08,4,0,India,The Oval,18 Aug 2011,cook
3,5,8,61,13.11,0,0,Pakistan,Dubai (DSC),17 Jan 2012,cook
94,7,101,260,38.84,10,0,Pakistan,Abu Dhabi,25 Jan 2012,cook
1,49,50,192,26.04,4,0,Pakistan,Dubai (DSC),3 Feb 2012,cook
0,14,14,30,46.66,3,0,Sri Lanka,Galle,26 Mar 2012,cook
94,49*,143,347,41.21,15,0,Sri Lanka,Colombo (PSS),3 Apr 2012,cook
26,79,105,169,62.13,14,0,West Indies,Lord's,17 May 2012,cook
24,43*,67,145,46.2,7,0,West Indies,Nottingham,25 May 2012,cook
4,-,4,8,50,0,0,West Indies,Birmingham,7 Jun 2012,cook
115,0,115,301,38.2,11,1,South Africa,The Oval,19 Jul 2012,cook
24,46,70,140,50,7,1,South Africa,Leeds,2 Aug 2012,cook
7,3,10,43,23.25,1,0,South Africa,Lord's,16 Aug 2012,cook
41,176,217,483,44.92,28,0,India,Ahmedabad,15 Nov 2012,cook
122,18*,140,300,46.66,14,1,India,Mumbai,23 Nov 2012,cook
190,1,191,381,50.13,23,2,India,Kolkata,5 Dec 2012,cook
1,13,14,121,11.57,1,0,India,Nagpur,13 Dec 2012,cook
10,116,126,284,44.36,16,0,New Zealand,Dunedin,6 Mar 2013,cook
17,-,17,31,54.83,1,0,New Zealand,Wellington,14 Mar 2013,cook
4,43,47,152,30.92,5,0,New Zealand,Auckland,22 Mar 2013,cook
32,21,53,146,36.3,3,0,New Zealand,Lord's,16 May 2013,cook
34,130,164,271,60.51,24,0,New Zealand,Leeds,24 May 2013,cook
13,50,63,191,32.98,8,0,Australia,Nottingham,10 Jul 2013,cook
12,8,20,42,47.61,2,0,Australia,Lord's,18 Jul 2013,cook
62,0,62,186,33.33,7,0,Australia,Manchester,1 Aug 2013,cook
51,22,73,201,36.31,8,0,Australia,Chester-le-Street,9 Aug 2013,cook
25,34,59,141,41.84,7,0,Australia,The Oval,21 Aug 2013,cook
13,65,78,225,34.66,5,0,Australia,Brisbane,21 Nov 2013,cook
3,1,4,18,22.22,0,0,Australia,Adelaide,5 Dec 2013,cook
72,0,72,154,46.75,10,0,Australia,Perth,13 Dec 2013,cook
27,51,78,111,70.27,10,0,Australia,Melbourne,26 Dec 2013,cook
7,7,14,31,45.16,2,0,Australia,Sydney,3 Jan 2014,cook
17,28,45,66,68.18,8,0,Sri Lanka,Lord's,12 Jun 2014,cook
17,16,33,98,33.67,3,0,Sri Lanka,Leeds,20 Jun 2014,cook
5,-,5,10,50,1,0,India,Nottingham,9 Jul 2014,cook
10,22,32,122,26.22,4,0,India,Lord's,17 Jul 2014,cook
95,70*,165,345,47.82,16,0,India,Southampton,27 Jul 2014,cook
17,-,17,42,40.47,2,0,India,Manchester,7 Aug 2014,cook
79,-,79,183,43.16,9,0,India,The Oval,15 Aug 2014,cook
11,13,24,50,48,3,0,West Indies,North Sound,13 Apr 2015,cook
76,59*,135,332,40.66,16,0,West Indies,St George's,21 Apr 2015,cook
105,4,109,282,38.65,12,0,West Indies,Bridgetown,1 May 2015,cook
16,162,178,381,46.71,20,0,New Zealand,Lord's,21 May 2015,cook
75,56,131,358,36.59,16,0,New Zealand,Leeds,29 May 2015,cook
1,12,13,24,54.16,1,0,Pakistan,Lord's,13 Jul 2010,smith
10,77,87,108,80.55,11,2,Pakistan,Leeds,21 Jul 2010,smith
7,36,43,99,43.43,2,0,England,Perth,16 Dec 2010,smith
6,38,44,82,53.65,6,0,England,Melbourne,26 Dec 2010,smith
18,54*,72,143,50.34,7,0,England,Sydney,3 Jan 2011,smith
92,5,97,204,47.54,10,1,India,Mohali,14 Mar 2013,smith
46,18,64,198,32.32,4,2,India,Delhi,22 Mar 2013,smith
53,17,70,127,55.11,9,1,England,Nottingham,10 Jul 2013,smith
2,1,3,28,10.71,0,0,England,Lord's,18 Jul 2013,smith
89,19,108,215,50.23,8,2,England,Manchester,1 Aug 2013,smith
17,2,19,53,35.84,3,0,England,Chester-le-Street,9 Aug 2013,smith
138*,7,145,253,57.31,16,2,England,The Oval,21 Aug 2013,smith
31,0,31,66,46.96,4,0,England,Brisbane,21 Nov 2013,smith
6,23*,29,71,40.84,3,0,England,Adelaide,5 Dec 2013,smith
111,15,126,258,48.83,14,2,England,Perth,13 Dec 2013,smith
19,DNB,19,77,24.67,3,0,England,Melbourne,26 Dec 2013,smith
115,7,122,166,73.49,18,1,England,Sydney,3 Jan 2014,smith
100,DNB,100,213,46.94,13,0,South Africa,Centurion,12 Feb 2014,smith
49,0,49,73,67.12,8,0,South Africa,Port Elizabeth,20 Feb 2014,smith
84,36*,120,175,68.57,14,3,South Africa,Cape Town,1 Mar 2014,smith
22,55,77,219,35.15,6,0,Pakistan,Dubai (DSC),22 Oct 2014,smith
0,97,97,210,46.19,12,0,Pakistan,Abu Dhabi,30 Oct 2014,smith
162*,52*,214,295,72.54,26,0,India,Adelaide,9 Dec 2014,smith
133,28,161,230,70,17,2,India,Brisbane,17 Dec 2014,smith
192,14,206,332,62.04,17,2,India,Melbourne,26 Dec 2014,smith
117,71,188,278,67.62,23,1,India,Sydney,6 Jan 2015,smith
25,5*,30,94,31.91,2,0,West Indies,Roseau,3 Jun 2015,smith
199,54*,253,444,56.98,26,3,West Indies,Kingston,11 Jun 2015,smith
11,23,34,111,30.63,3,0,West Indies,Kingston,22 May 2008,haddin
33,7,40,67,59.7,7,0,West Indies,North Sound,30 May 2008,haddin
32,45*,77,149,51.67,11,1,West Indies,Bridgetown,12 Jun 2008,haddin
33,35*,68,171,39.76,7,0,India,Bangalore,9 Oct 2008,haddin
9,37,46,134,34.32,7,0,India,Mohali,17 Oct 2008,haddin
17,DNB,17,35,48.57,1,1,India,Delhi,29 Oct 2008,haddin
28,4,32,90,35.55,3,0,India,Nagpur,6 Nov 2008,haddin
6,19,25,63,39.68,4,0,New Zealand,Brisbane,20 Nov 2008,haddin
169,-,169,222,76.12,24,2,New Zealand,Adelaide,28 Nov 2008,haddin
46,94,140,204,68.62,11,6,South Africa,Perth,17 Dec 2008,haddin
40,10,50,106,47.16,5,1,South Africa,Melbourne,26 Dec 2008,haddin
38,DNB,38,79,48.1,4,1,South Africa,Sydney,3 Jan 2009,haddin
63,37,100,159,62.89,10,2,South Africa,Johannesburg,26 Feb 2009,haddin
5,DNB,5,10,50,0,0,South Africa,Durban,6 Mar 2009,haddin
42,18,60,94,63.82,11,0,South Africa,Cape Town,19 Mar 2009,haddin
121,-,121,151,80.13,11,3,England,Cardiff,8 Jul 2009,haddin
28,80,108,168,64.28,13,0,England,Lord's,16 Jul 2009,haddin
14,-,14,23,60.86,1,0,England,Leeds,7 Aug 2009,haddin
1,34,35,58,60.34,6,0,England,The Oval,20 Aug 2009,haddin
38,-,38,75,50.66,6,1,West Indies,Brisbane,26 Nov 2009,haddin
55*,21*,76,137,55.47,7,1,West Indies,Adelaide,4 Dec 2009,haddin
88,23,111,119,93.27,13,3,West Indies,Perth,16 Dec 2009,haddin
DNB,0,0,2,0,0,0,Pakistan,Melbourne,26 Dec 2009,haddin
6,15,21,34,61.76,0,0,Pakistan,Sydney,3 Jan 2010,haddin
41,8,49,37,132.43,5,2,Pakistan,Hobart,14 Jan 2010,haddin
11*,DNB,11,18,61.11,2,0,New Zealand,Wellington,19 Mar 2010,haddin
12,48,60,71,84.5,6,3,New Zealand,Hamilton,27 Mar 2010,haddin
136,DNB,136,287,47.38,16,1,England,Brisbane,25 Nov 2010,haddin
56,12,68,116,58.62,5,1,England,Adelaide,3 Dec 2010,haddin
53,7,60,90,66.66,6,2,England,Perth,16 Dec 2010,haddin
5,55*,60,109,55.04,5,1,England,Melbourne,26 Dec 2010,haddin
6,30,36,54,66.66,3,0,England,Sydney,3 Jan 2011,haddin
24,0,24,51,47.05,3,1,Sri Lanka,Galle,31 Aug 2011,haddin
1,-,1,5,20,0,0,Sri Lanka,Pallekele,8 Sep 2011,haddin
35,30,65,119,54.62,10,0,Sri Lanka,Colombo (SSC),16 Sep 2011,haddin
5,0,5,11,45.45,1,0,South Africa,Cape Town,9 Nov 2011,haddin
16,55,71,129,55.03,10,0,South Africa,Johannesburg,17 Nov 2011,haddin
80,DNB,80,145,55.17,6,2,New Zealand,Brisbane,1 Dec 2011,haddin
5,15,20,34,58.82,3,0,New Zealand,Hobart,9 Dec 2011,haddin
27,6,33,84,39.28,1,0,India,Melbourne,26 Dec 2011,haddin
DNB,-,-,-,-,-,-,India,Sydney,3 Jan 2012,haddin
0,-,0,3,0,0,0,India,Perth,13 Jan 2012,haddin
42*,11*,53,92,57.6,3,2,India,Adelaide,24 Jan 2012,haddin
21,30,51,108,47.22,7,1,India,Mohali,14 Mar 2013,haddin
1,71,72,149,48.32,9,0,England,Nottingham,10 Jul 2013,haddin
7,7,14,74,18.91,1,0,England,Lord's,18 Jul 2013,haddin
65*,8,73,108,67.59,7,0,England,Manchester,1 Aug 2013,haddin
13,4,17,28,60.71,2,0,England,Chester-le-Street,9 Aug 2013,haddin
30,0,30,58,51.72,5,0,England,The Oval,21 Aug 2013,haddin
94,53,147,208,70.67,13,1,England,Brisbane,21 Nov 2013,haddin
118,DNB,118,177,66.66,11,5,England,Adelaide,5 Dec 2013,haddin
55,5,60,106,56.6,6,2,England,Perth,13 Dec 2013,haddin
65,DNB,65,68,95.58,7,1,England,Melbourne,26 Dec 2013,haddin
75,28,103,130,79.23,16,0,England,Sydney,3 Jan 2014,haddin
0,DNB,0,3,0,0,0,South Africa,Centurion,12 Feb 2014,haddin
9,1,10,37,27.02,1,0,South Africa,Port Elizabeth,20 Feb 2014,haddin
13,3*,16,24,66.66,2,0,South Africa,Cape Town,1 Mar 2014,haddin
22,0,22,56,39.28,2,1,Pakistan,Dubai (DSC),22 Oct 2014,haddin
10,13,23,60,38.33,3,0,Pakistan,Abu Dhabi,30 Oct 2014,haddin
0,14*,14,20,70,2,0,India,Adelaide,9 Dec 2014,haddin
6,1,7,14,50,1,0,India,Brisbane,17 Dec 2014,haddin
55,13,68,111,61.26,7,1,India,Melbourne,26 Dec 2014,haddin
9*,31*,40,41,97.56,2,3,India,Sydney,6 Jan 2015,haddin
8,DNB,8,10,80,0,1,West Indies,Roseau,3 Jun 2015,haddin
22,DNB,22,23,95.65,3,1,West Indies,Kingston,11 Jun 2015,haddin
31,DNB,31,62,50,4,0,Pakistan,Sydney,2 Jan 2005,watson
24,10,34,97,35.05,2,0,ICC World XI,Sydney,14 Oct 2005,watson
16,DNB,16,53,30.18,2,0,West Indies,Brisbane,3 Nov 2005,watson
2,41,43,86,50,6,0,India,Bangalore,9 Oct 2008,watson
78,2,80,178,44.94,10,1,India,Mohali,17 Oct 2008,watson
36,DNB,36,62,58.06,8,0,India,Delhi,29 Oct 2008,watson
2,9,11,56,19.64,0,0,India,Nagpur,6 Nov 2008,watson
1,5,6,18,33.33,1,0,New Zealand,Brisbane,20 Nov 2008,watson
62,53,115,220,52.27,19,0,England,Birmingham,30 Jul 2009,watson
51,-,51,67,76.11,9,0,England,Leeds,7 Aug 2009,watson
34,40,74,150,49.33,13,0,England,The Oval,20 Aug 2009,watson
0,-,0,7,0,0,0,West Indies,Brisbane,26 Nov 2009,watson
96,48,144,278,51.79,20,0,West Indies,Adelaide,4 Dec 2009,watson
89,30,119,185,64.32,19,0,West Indies,Perth,16 Dec 2009,watson
93,120*,213,411,51.82,21,1,Pakistan,Melbourne,26 Dec 2009,watson
6,97,103,182,56.59,12,3,Pakistan,Sydney,3 Jan 2010,watson
29,1,30,57,52.63,5,0,Pakistan,Hobart,14 Jan 2010,watson
12,65,77,131,58.77,12,2,New Zealand,Hamilton,27 Mar 2010,watson
4,31,35,67,52.23,5,1,Pakistan,Lord's,13 Jul 2010,watson
5,24,29,67,43.28,5,0,Pakistan,Leeds,21 Jul 2010,watson
126,56,182,397,45.84,17,1,India,Mohali,1 Oct 2010,watson
57,32,89,146,60.95,13,0,India,Bangalore,9 Oct 2010,watson
36,41*,77,173,44.5,10,0,England,Brisbane,25 Nov 2010,watson
51,57,108,235,45.95,17,1,England,Adelaide,3 Dec 2010,watson
13,95,108,214,50.46,12,0,England,Perth,16 Dec 2010,watson
5,54,59,114,51.75,6,0,England,Melbourne,26 Dec 2010,watson
45,38,83,167,49.7,12,0,England,Sydney,3 Jan 2011,watson
22,0,22,20,110,5,0,Sri Lanka,Galle,31 Aug 2011,watson
36,-,36,57,63.15,6,0,Sri Lanka,Pallekele,8 Sep 2011,watson
8,21,29,51,56.86,5,0,Sri Lanka,Colombo (SSC),16 Sep 2011,watson
3,4,7,18,38.88,1,0,South Africa,Cape Town,9 Nov 2011,watson
88,0,88,142,61.97,14,2,South Africa,Johannesburg,17 Nov 2011,watson
39,52,91,137,66.42,9,2,West Indies,Bridgetown,7 Apr 2012,watson
56,0,56,175,32,7,0,West Indies,Port of Spain,15 Apr 2012,watson
41,5,46,133,34.58,3,0,West Indies,Roseau,23 Apr 2012,watson
10,25,35,58,60.34,5,0,South Africa,Perth,30 Nov 2012,watson
30,5,35,78,44.87,3,0,Sri Lanka,Hobart,14 Dec 2012,watson
83,-,83,198,41.91,8,1,Sri Lanka,Melbourne,26 Dec 2012,watson
28,17,45,106,42.45,4,1,India,Chennai,22 Feb 2013,watson
23,9,32,66,48.48,4,1,India,Hyderabad (Deccan),2 Mar 2013,watson
17,5,22,67,32.83,4,0,India,Delhi,22 Mar 2013,watson
13,46,59,88,67.04,11,0,England,Nottingham,10 Jul 2013,watson
30,20,50,65,76.92,9,0,England,Lord's,18 Jul 2013,watson
19,18,37,73,50.68,3,0,England,Manchester,1 Aug 2013,watson
68,2,70,145,48.27,7,0,England,Chester-le-Street,9 Aug 2013,watson
176,26,202,279,72.4,27,2,England,The Oval,21 Aug 2013,watson
22,6,28,98,28.57,3,0,England,Brisbane,21 Nov 2013,watson
51,0,51,121,42.14,6,1,England,Adelaide,5 Dec 2013,watson
18,103,121,137,88.32,14,5,England,Perth,13 Dec 2013,watson
10,83*,93,105,88.57,13,0,England,Melbourne,26 Dec 2013,watson
43,9,52,68,76.47,9,0,England,Sydney,3 Jan 2014,watson
40,25,65,49,132.65,3,5,South Africa,Cape Town,1 Mar 2014,watson
14,33,47,119,39.49,7,1,India,Adelaide,9 Dec 2014,watson
25,0,25,37,67.56,4,0,India,Brisbane,17 Dec 2014,watson
52,17,69,123,56.09,5,0,India,Melbourne,26 Dec 2014,watson
81,16,97,200,48.5,10,0,India,Sydney,6 Jan 2015,watson
11,DNB,11,13,84.61,2,0,West Indies,Roseau,3 Jun 2015,watson
25,DNB,25,73,34.24,4,0,West Indies,Kingston,11 Jun 2015,watson
151,17,168,302,55.62,20,4,India,Bangalore,6 Oct 2004,clarke
5,39*,44,126,34.92,4,0,India,Chennai,14 Oct 2004,clarke
91,73,164,255,64.31,24,1,India,Nagpur,26 Oct 2004,clarke
17,7,24,39,61.53,1,2,India,Mumbai,3 Nov 2004,clarke
141,-,141,200,70.5,21,1,New Zealand,Brisbane,18 Nov 2004,clarke
7,DNB,7,16,43.75,1,0,New Zealand,Adelaide,26 Nov 2004,clarke
1,27,28,53,52.83,1,1,Pakistan,Perth,16 Dec 2004,clarke
20,DNB,20,53,37.73,1,1,Pakistan,Melbourne,26 Dec 2004,clarke
35,DNB,35,50,70,5,1,Pakistan,Sydney,2 Jan 2005,clarke
8,DNB,8,8,100,2,0,New Zealand,Christchurch,10 Mar 2005,clarke
8,-,8,32,25,0,0,New Zealand,Wellington,18 Mar 2005,clarke
22,DNB,22,71,30.98,1,0,New Zealand,Auckland,26 Mar 2005,clarke
11,91,102,128,79.68,17,0,England,Lord's,21 Jul 2005,clarke
40,30,70,125,56,11,0,England,Birmingham,4 Aug 2005,clarke
7,39,46,81,56.79,7,0,England,Manchester,11 Aug 2005,clarke
36,56,92,223,41.25,11,0,England,Nottingham,25 Aug 2005,clarke
25,DNB,25,59,42.37,2,0,England,The Oval,8 Sep 2005,clarke
39,5,44,76,57.89,5,0,ICC World XI,Sydney,14 Oct 2005,clarke
5,14*,19,31,61.29,2,0,West Indies,Brisbane,3 Nov 2005,clarke
5,DNB,5,23,21.73,0,0,West Indies,Hobart,17 Nov 2005,clarke
19,9,28,67,41.79,4,0,Bangladesh,Fatullah,9 Apr 2006,clarke
23*,-,23,42,54.76,1,0,Bangladesh,Chittagong,16 Apr 2006,clarke
56,DNB,56,94,59.57,5,1,England,Brisbane,23 Nov 2006,clarke
124,21*,145,263,55.13,10,0,England,Adelaide,1 Dec 2006,clarke
37,135*,172,231,74.45,21,1,England,Perth,14 Dec 2006,clarke
5,-,5,5,100,0,0,England,Melbourne,26 Dec 2006,clarke
11,DNB,11,24,45.83,1,0,England,Sydney,2 Jan 2007,clarke
145*,-,145,249,58.23,14,1,Sri Lanka,Brisbane,8 Nov 2007,clarke
71,DNB,71,123,57.72,8,0,Sri Lanka,Hobart,16 Nov 2007,clarke
20,73,93,173,53.75,5,0,India,Melbourne,26 Dec 2007,clarke
1,0,1,5,20,0,0,India,Sydney,2 Jan 2008,clarke
23,81,104,168,61.9,13,0,India,Perth,16 Jan 2008,clarke
118,-,118,243,48.55,8,0,India,Adelaide,24 Jan 2008,clarke
110,10,120,211,56.87,12,0,West Indies,North Sound,30 May 2008,clarke
0,48*,48,110,43.63,6,0,West Indies,Bridgetown,12 Jun 2008,clarke
11,6,17,37,45.94,3,0,India,Bangalore,9 Oct 2008,clarke
23,69,92,212,43.39,12,0,India,Mohali,17 Oct 2008,clarke
112,DNB,112,253,44.26,6,1,India,Delhi,29 Oct 2008,clarke
8,22,30,74,40.54,4,0,India,Nagpur,6 Nov 2008,clarke
98,9,107,232,46.12,10,0,New Zealand,Brisbane,20 Nov 2008,clarke
110,-,110,239,46.02,11,0,New Zealand,Adelaide,28 Nov 2008,clarke
62,25,87,208,41.82,9,0,South Africa,Perth,17 Dec 2008,clarke
88*,29,117,287,40.76,8,1,South Africa,Melbourne,26 Dec 2008,clarke
138,41,179,305,58.68,19,0,South Africa,Sydney,3 Jan 2009,clarke
68,0,68,92,73.91,10,0,South Africa,Johannesburg,26 Feb 2009,clarke
3,23*,26,50,52,2,0,South Africa,Durban,6 Mar 2009,clarke
0,47,47,109,43.11,7,0,South Africa,Cape Town,19 Mar 2009,clarke
83,-,83,145,57.24,9,1,England,Cardiff,8 Jul 2009,clarke
1,136,137,239,57.32,14,0,England,Lord's,16 Jul 2009,clarke
29,103*,132,247,53.44,18,0,England,Birmingham,30 Jul 2009,clarke
93,-,93,138,67.39,13,0,England,Leeds,7 Aug 2009,clarke
3,0,3,11,27.27,0,0,England,The Oval,20 Aug 2009,clarke
41,-,41,94,43.61,3,0,West Indies,Brisbane,26 Nov 2009,clarke
71,61*,132,238,55.46,13,0,West Indies,Adelaide,4 Dec 2009,clarke
11,25,36,82,43.9,3,0,West Indies,Perth,16 Dec 2009,clarke
28*,37,65,124,52.41,4,0,Pakistan,Melbourne,26 Dec 2009,clarke
3,21,24,70,34.28,0,0,Pakistan,Sydney,3 Jan 2010,clarke
166,DNB,166,328,50.6,19,0,Pakistan,Hobart,14 Jan 2010,clarke
168,DNB,168,253,66.4,22,2,New Zealand,Wellington,19 Mar 2010,clarke
28,63,91,142,64.08,15,0,New Zealand,Hamilton,27 Mar 2010,clarke
47,12,59,102,57.84,10,0,Pakistan,Lord's,13 Jul 2010,clarke
3,77,80,163,49.07,7,0,Pakistan,Leeds,21 Jul 2010,clarke
14,4,18,48,37.5,2,0,India,Mohali,1 Oct 2010,clarke
14,3,17,44,38.63,1,0,India,Bangalore,9 Oct 2010,clarke
9,DNB,9,50,18,0,0,England,Brisbane,25 Nov 2010,clarke
2,80,82,145,56.55,11,0,England,Adelaide,3 Dec 2010,clarke
4,20,24,28,85.71,5,0,England,Perth,16 Dec 2010,clarke
20,13,33,120,27.5,2,0,England,Melbourne,26 Dec 2010,clarke
4,41,45,94,47.87,6,0,England,Sydney,3 Jan 2011,clarke
23,60,83,125,66.4,9,1,Sri Lanka,Galle,31 Aug 2011,clarke
13,-,13,20,65,1,0,Sri Lanka,Pallekele,8 Sep 2011,clarke
6,112,118,202,58.41,15,3,Sri Lanka,Colombo (SSC),16 Sep 2011,clarke
151,2,153,182,84.06,22,0,South Africa,Cape Town,9 Nov 2011,clarke
11,2,13,49,26.53,2,0,South Africa,Johannesburg,17 Nov 2011,clarke
139,DNB,139,249,55.82,19,1,New Zealand,Brisbane,1 Dec 2011,clarke
22,0,22,63,34.92,1,0,New Zealand,Hobart,9 Dec 2011,clarke
31,1,32,72,44.44,5,0,India,Melbourne,26 Dec 2011,clarke
329*,-,329,468,70.29,39,1,India,Sydney,3 Jan 2012,clarke
18,-,18,38,47.36,3,0,India,Perth,13 Jan 2012,clarke
210,37,247,318,77.67,30,1,India,Adelaide,24 Jan 2012,clarke
73,6,79,180,43.88,4,1,West Indies,Bridgetown,7 Apr 2012,clarke
45,15,60,150,40,8,0,West Indies,Port of Spain,15 Apr 2012,clarke
24,25,49,105,46.66,2,0,West Indies,Roseau,23 Apr 2012,clarke
259*,-,259,398,65.07,26,0,South Africa,Brisbane,9 Nov 2012,clarke
230,38,268,318,84.27,43,2,South Africa,Adelaide,22 Nov 2012,clarke
5,44,49,65,75.38,8,0,South Africa,Perth,30 Nov 2012,clarke
74,57*,131,191,68.58,12,1,Sri Lanka,Hobart,14 Dec 2012,clarke
106,-,106,187,56.68,14,0,Sri Lanka,Melbourne,26 Dec 2012,clarke
50,29,79,127,62.2,8,1,Sri Lanka,Sydney,3 Jan 2013,clarke
130,31,161,297,54.2,16,2,India,Chennai,22 Feb 2013,clarke
91,16,107,217,49.3,9,2,India,Hyderabad (Deccan),2 Mar 2013,clarke
0,18,18,50,36,3,0,India,Mohali,14 Mar 2013,clarke
0,23,23,76,30.26,2,0,England,Nottingham,10 Jul 2013,clarke
28,51,79,126,62.69,11,0,England,Lord's,18 Jul 2013,clarke
187,30*,217,346,62.71,24,0,England,Manchester,1 Aug 2013,clarke
6,21,27,45,60,4,0,England,Chester-le-Street,9 Aug 2013,clarke
7,28*,35,67,52.23,3,0,England,The Oval,21 Aug 2013,clarke
1,113,114,140,81.42,9,1,England,Brisbane,21 Nov 2013,clarke
148,22,170,296,57.43,19,0,England,Adelaide,5 Dec 2013,clarke
24,23,47,97,48.45,7,0,England,Perth,13 Dec 2013,clarke
10,6*,16,54,29.62,1,0,England,Melbourne,26 Dec 2013,clarke
10,6,16,47,34.04,2,0,England,Sydney,3 Jan 2014,clarke
23,17*,40,86,46.51,5,0,South Africa,Centurion,12 Feb 2014,clarke
19,1,20,44,45.45,4,0,South Africa,Port Elizabeth,20 Feb 2014,clarke
161*,0,161,302,53.31,17,0,South Africa,Cape Town,1 Mar 2014,clarke
2,3,5,22,22.72,0,0,Pakistan,Dubai (DSC),22 Oct 2014,clarke
47,5,52,72,72.22,7,0,Pakistan,Abu Dhabi,30 Oct 2014,clarke
128,7,135,183,73.77,19,0,India,Adelaide,9 Dec 2014,clarke
18,DNB,18,28,64.28,1,1,West Indies,Roseau,3 Jun 2015,clarke
47,14*,61,151,40.39,6,2,West Indies,Kingston,11 Jun 2015,clarke
25,DNB,25,61,40.98,3,0,Australia,Nottingham,28 Jul 1977,botham
0,-,0,3,0,0,0,Australia,Leeds,11 Aug 1977,botham
7,19,26,67,38.8,3,0,New Zealand,Wellington,10 Feb 1978,botham
103,30*,133,319,41.69,15,1,New Zealand,Christchurch,24 Feb 1978,botham
53,-,53,114,46.49,9,0,New Zealand,Auckland,4 Mar 1978,botham
100,-,100,140,71.42,11,0,Pakistan,Birmingham,1 Jun 1978,botham
108,-,108,110,98.18,12,1,Pakistan,Lord's,15 Jun 1978,botham
4,-,4,6,66.66,1,0,Pakistan,Leeds,29 Jun 1978,botham
22,DNB,22,80,27.5,2,0,New Zealand,The Oval,27 Jul 1978,botham
8,-,8,16,50,1,0,New Zealand,Nottingham,10 Aug 1978,botham
21,DNB,21,78,26.92,3,0,New Zealand,Lord's,24 Aug 1978,botham
49,DNB,49,73,67.12,5,0,Australia,Brisbane,1 Dec 1978,botham
11,30,41,67,61.19,5,0,Australia,Perth,15 Dec 1978,botham
22,10,32,142,22.53,3,0,Australia,Melbourne,29 Dec 1978,botham
59,6,65,196,33.16,7,0,Australia,Sydney,6 Jan 1979,botham
74,7,81,126,64.28,7,2,Australia,Adelaide,27 Jan 1979,botham
23,DNB,23,53,43.39,2,0,Australia,Sydney,10 Feb 1979,botham
33,-,33,39,84.61,4,1,India,Birmingham,12 Jul 1979,botham
36,-,36,63,57.14,3,0,India,Lord's,2 Aug 1979,botham
137,-,137,152,90.13,10,5,India,Leeds,16 Aug 1979,botham
38,0,38,58,65.51,4,1,India,The Oval,30 Aug 1979,botham
15,18,33,60,55,3,0,Australia,Perth,14 Dec 1979,botham
27,0,27,42,64.28,1,1,Australia,Sydney,4 Jan 1980,botham
8,119*,127,234,54.27,16,0,Australia,Melbourne,1 Feb 1980,botham
114,DNB,114,144,79.16,17,0,India,Mumbai,15 Feb 1980,botham
57,4,61,90,67.77,6,2,West Indies,Nottingham,5 Jun 1980,botham
8,DNB,8,19,42.1,2,0,West Indies,Lord's,19 Jun 1980,botham
8,35,43,78,55.12,4,0,West Indies,Manchester,10 Jul 1980,botham
9,4,13,33,39.39,1,0,West Indies,The Oval,24 Jul 1980,botham
37,7,44,50,88,6,1,West Indies,Leeds,7 Aug 1980,botham
0,DNB,0,14,0,0,0,Australia,Lord's,28 Aug 1980,botham
0,16,16,63,25.39,1,0,West Indies,Port of Spain,13 Feb 1981,botham
26,1,27,65,41.53,4,0,West Indies,Bridgetown,13 Mar 1981,botham
1,DNB,1,5,20,0,0,West Indies,St John's,27 Mar 1981,botham
13,16,29,91,31.86,1,0,West Indies,Kingston,10 Apr 1981,botham
1,33,34,46,73.91,4,0,Australia,Nottingham,18 Jun 1981,botham
0,0,0,4,0,0,0,Australia,Lord's,2 Jul 1981,botham
50,149*,199,202,98.51,35,1,Australia,Leeds,16 Jul 1981,botham
26,3,29,54,53.7,3,0,Australia,Birmingham,30 Jul 1981,botham
0,118,118,103,114.56,13,6,Australia,Manchester,13 Aug 1981,botham
3,16,19,19,100,2,0,Australia,The Oval,27 Aug 1981,botham
7,29,36,44,81.81,3,1,India,Mumbai,27 Nov 1981,botham
55,DNB,55,97,56.7,8,1,India,Bangalore,9 Dec 1981,botham
66,DNB,66,48,137.5,2,5,India,Delhi,23 Dec 1981,botham
58,31,89,147,60.54,8,1,India,Kolkata,1 Jan 1982,botham
52,-,52,156,33.33,0,0,India,Chennai,13 Jan 1982,botham
142,-,142,214,66.35,12,2,India,Kanpur,30 Jan 1982,botham
13,DNB,13,47,27.65,3,0,Sri Lanka,Colombo (PSS),17 Feb 1982,botham
67,DNB,67,105,63.8,8,1,India,Lord's,10 Jun 1982,botham
128,-,128,169,75.73,19,2,India,Manchester,24 Jun 1982,botham
208,DNB,208,226,92.03,19,4,India,The Oval,8 Jul 1982,botham
2,0,2,7,28.57,0,0,Pakistan,Birmingham,29 Jul 1982,botham
31,69,100,231,43.29,13,0,Pakistan,Lord's,12 Aug 1982,botham
57,4,61,78,78.2,8,0,Pakistan,Leeds,26 Aug 1982,botham
12,0,12,9,133.33,2,0,Australia,Perth,12 Nov 1982,botham
40,15,55,83,66.26,7,1,Australia,Brisbane,26 Nov 1982,botham
35,58,93,206,45.14,13,0,Australia,Adelaide,10 Dec 1982,botham
27,46,73,69,105.79,13,0,Australia,Melbourne,26 Dec 1982,botham
